"ThreadID","AuthorID","Date","Time","WC","Analytic","Clout","Authentic","Tone","ppron","i","we","you","shehe","they","posemo","negemo","anx","anger","sad","focuspast","focuspresent","focusfuture"
483419,142960,"2008-04-25","07:57",31,20.06,16.66,78.86,25.77,3.23,3.23,0,0,0,0,3.23,3.23,0,3.23,0,3.23,16.13,0
376539,98061,"2007-04-17","19:54",81,20.38,77.05,58.07,96.52,6.17,0,0,3.7,0,2.47,4.94,0,0,0,0,4.94,11.11,1.23
472752,196780,"2009-10-17","04:42",99,50.85,42,91.64,80.64,7.07,5.05,1.01,1.01,0,0,6.06,3.03,2.02,1.01,0,1.01,10.1,0
477802,131414,"2008-04-02","04:00",167,27.81,47.6,53.71,47.95,10.78,5.39,2.99,0.6,0,1.8,3.59,2.4,0,0.6,0,4.79,14.37,2.99
338053,98061,"2006-11-01","19:22",33,84.89,72.77,1,80.64,3.03,0,3.03,0,0,0,3.03,0,0,0,0,0,6.06,0
309286,68064,"2006-07-15","20:45",506,68.79,49.21,33.12,17.19,7.51,3.36,0.2,0.99,0,2.96,2.57,3.16,0.79,2.17,0,2.37,9.88,1.19
300442,85789,"2006-07-07","12:09",66,89.38,32.48,16.48,1,4.55,1.52,0,0,0,3.03,0,4.55,0,1.52,0,1.52,10.61,0
549074,159674,"2009-01-16","01:05",36,60.8,91.75,39.76,99,16.67,5.56,2.78,8.33,0,0,11.11,2.78,0,0,0,0,11.11,5.56
19737,5721,"2002-04-28","20:39",33,39.45,93.5,51.41,1,18.18,9.09,0,9.09,0,0,3.03,9.09,3.03,6.06,0,0,9.09,3.03
288765,83270,"2006-04-24","23:01",42,67.14,31.71,13.15,99,2.38,2.38,0,0,0,0,7.14,0,0,0,0,2.38,7.14,4.76
384912,62481,"2007-05-01","02:15",33,79.25,93.5,1,25.77,6.06,0,3.03,0,0,3.03,0,0,0,0,0,0,9.09,0
135854,40817,"2004-06-03","08:58",131,62.53,82.03,20.38,54.51,13.74,4.58,3.05,0,3.05,3.05,2.29,0.76,0,0.76,0,0.76,10.69,1.53
280132,66888,"2006-03-22","02:25",235,42.96,87.47,73.02,9.89,14.89,4.26,1.28,4.26,0.85,4.26,1.28,2.55,0.43,0.43,0.43,3.4,12.77,1.7
349483,4,"2006-12-22","22:00",63,86.96,62.46,84.08,25.77,6.35,1.59,0,1.59,0,3.17,0,0,0,0,0,7.94,6.35,0
279233,34292,"2006-04-07","17:54",36,96.85,60.95,39.76,98.27,0,0,0,0,0,0,5.56,0,0,0,0,2.78,5.56,0
87220,32575,"2003-09-09","05:18",41,77.86,88.86,3.05,99,2.44,2.44,0,0,0,0,7.32,0,0,0,0,0,7.32,0
356552,108951,"2007-01-21","02:37",65,42.69,56.11,2.53,25.77,9.23,1.54,0,0,6.15,1.54,3.08,3.08,0,1.54,0,4.62,15.38,3.08
526563,19984,"2008-09-28","08:44",24,99,89.42,7.84,1,0,0,0,0,0,0,0,4.17,0,0,4.17,0,12.5,0
482758,115438,"2008-09-09","07:51",2,92.84,50,1,25.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248834,66888,"2005-11-23","06:54",25,13.41,99,43.37,25.77,20,0,4,0,0,16,0,0,0,0,0,4,20,4
310241,85968,"2006-07-15","21:07",77,95.92,65.17,72.99,1,3.9,1.3,0,2.6,0,0,1.3,5.19,0,2.6,0,1.3,12.99,1.3
330904,7885,"2006-10-04","01:39",240,90.06,61.49,17.6,65.25,5.42,3.33,0,0.83,0.42,0.83,4.17,2.08,0,0.83,0.83,3.75,8.33,2.5
647112,196293,"2009-10-19","18:36",74,58.29,39.34,45.17,1,13.51,9.46,0,4.05,0,0,1.35,6.76,0,0,2.7,4.05,6.76,0
392823,5123,"2007-06-04","07:14",15,32.98,25.24,43.37,25.77,6.67,6.67,0,0,0,0,0,0,0,0,0,0,20,0
331643,118,"2006-10-10","23:19",276,61.8,52.9,38.21,38.67,7.97,3.62,1.09,1.45,0,1.81,2.54,1.81,1.09,1.81,0,1.81,11.23,0.72
404456,47686,"2007-07-30","03:28",279,35.22,17.57,75.24,72.72,12.19,10.39,1.08,0.72,0,0,2.87,0.36,0,0,0,2.15,11.47,1.79
10504,194,"2002-01-19","21:41",400,91.25,79.53,7.25,83.53,3.5,0,2.75,0,0.25,0.5,4,0.75,0,0.25,0.25,1.5,8.5,0.75
447510,126684,"2007-12-26","21:40",35,35.46,92.33,1,78.19,14.29,2.86,0,0,5.71,5.71,2.86,0,0,0,0,2.86,17.14,2.86
441657,93243,"2007-12-06","20:17",15,17.96,25.24,82.75,25.77,0,0,0,0,0,0,0,0,0,0,0,6.67,20,0
324301,105483,"2006-09-06","10:43",77,70.44,18.16,24.62,2.61,3.9,2.6,0,1.3,0,0,0,2.6,1.3,1.3,0,1.3,3.9,0
588183,167135,"2009-04-09","18:24",50,29.6,57.92,43.37,4.95,4,4,0,0,0,0,2,4,2,2,0,4,16,0
539505,133831,"2008-11-08","04:45",124,60.06,28.62,55.12,25.77,6.45,4.03,0,0.81,0,1.61,1.61,1.61,0,0.81,0,3.23,10.48,0.81
520222,138835,"2008-10-08","09:48",79,95.85,60.01,61.71,9.98,3.8,2.53,0,0,0,1.27,0,1.27,0,0,0,3.8,8.86,0
537269,158591,"2008-11-04","09:15",58,44.57,69.76,47.93,25.77,6.9,0,6.9,0,0,0,0,0,0,0,0,0,8.62,1.72
457944,8078,"2008-02-04","03:11",4,92.84,99,74.76,25.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61581,11696,"2003-03-25","08:39",9,1,1.38,58.07,99,11.11,11.11,0,0,0,0,22.22,0,0,0,0,11.11,11.11,0
317043,102395,"2006-08-09","21:46",52,32.33,71.8,26.92,1,17.31,9.62,1.92,1.92,0,3.85,0,7.69,1.92,0,0,5.77,15.38,0
272403,47350,"2006-02-23","21:09",35,21.75,80.42,13.15,25.77,11.43,2.86,0,2.86,5.71,0,0,0,0,0,0,8.57,14.29,0
313466,47686,"2006-07-31","06:13",264,67.83,50,76.72,75.05,10.98,6.06,0,0.76,3.41,0.76,4.55,1.89,0.38,0.76,0.38,4.92,7.2,0.76
156611,9506,"2004-10-01","03:48",24,99,66.17,7.84,25.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260496,42211,"2006-01-07","01:59",60,56.15,43.37,82.75,57.28,8.33,3.33,0,1.67,0,3.33,1.67,0,0,0,0,5,5,0
291742,88229,"2006-05-08","07:20",218,69.65,64.33,20.5,69.03,4.59,0.92,0,2.29,0.92,0.46,2.75,0.46,0,0,0.46,3.21,12.39,0.92
808750,201606,"2011-06-14","01:12",38,41.02,90.57,1.52,74.74,7.89,0,0,0,0,7.89,2.63,0,0,0,0,2.63,5.26,0
297041,34292,"2006-05-26","07:00",16,37.39,26.6,35.37,99,6.25,6.25,0,0,0,0,12.5,0,0,0,0,6.25,12.5,6.25
681254,74423,"2010-02-12","04:44",265,41.81,68.81,36.1,11.21,10.94,4.15,2.26,3.02,1.13,0.38,2.26,3.4,0.38,1.13,0.75,3.77,10.57,1.51
20531,986,"2002-05-04","08:07",34,85.18,81.12,14.7,25.77,5.88,2.94,0,0,2.94,0,0,0,0,0,0,8.82,0,0
136083,22768,"2004-06-06","17:21",148,78.49,79.13,8.7,4.83,4.05,2.03,0,2.03,0,0,2.03,4.05,2.03,0,1.35,2.03,11.49,0.68
819258,231141,"2011-08-09","17:01",64,92.84,56.21,55.79,1.42,1.56,1.56,0,0,0,0,0,3.12,0,3.12,0,7.81,4.69,0
369574,112657,"2007-03-06","00:02",27,11.88,35.54,92.47,25.77,14.81,11.11,0,3.7,0,0,0,0,0,0,0,11.11,22.22,0
455448,57889,"2008-02-28","03:39",218,26.34,50,53.73,3.65,9.63,3.67,0,3.67,0,2.29,1.83,4.13,0.46,1.38,0.46,2.29,12.84,1.83
785451,228305,"2011-03-10","06:58",23,34.48,19.23,54.89,25.77,8.7,4.35,0,4.35,0,0,0,0,0,0,0,4.35,26.09,4.35
179503,42019,"2005-01-22","07:39",9,45.11,99,58.07,25.77,11.11,0,0,11.11,0,0,0,0,0,0,0,11.11,11.11,11.11
14146,4876,"2002-03-13","19:48",301,86.62,72.5,17.03,4.98,6.98,1.33,1,2.99,0.66,1,1,2.99,0.33,1.66,0,2.99,8.97,1
349485,-1,"2006-12-21","18:12",40,44.33,97.69,7.84,96.76,10,0,2.5,5,0,2.5,5,0,0,0,0,2.5,17.5,2.5
367700,62481,"2007-02-26","19:24",13,82,77.92,1.4,25.77,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0
644408,93243,"2009-09-29","23:07",96,69.04,8.79,93.74,81.93,6.25,5.21,0,0,0,1.04,3.12,0,0,0,0,0,12.5,3.12
453250,131373,"2008-04-16","07:23",105,64.66,46.19,43.37,43.09,5.71,1.9,1.9,0,0,1.9,1.9,0.95,0,0,0,1.9,13.33,0
375143,84070,"2007-04-03","02:49",185,49.88,39.34,12.35,11.7,7.03,2.16,1.08,0,1.08,2.7,1.62,2.7,1.08,0,0,5.41,8.65,0.54
641758,54960,"2009-09-23","23:05",91,69.94,83.88,13.15,67.32,6.59,1.1,0,5.49,0,0,2.2,0,0,0,0,1.1,13.19,0
263994,40817,"2006-01-20","09:46",54,78.91,99,9.03,5.77,16.67,0,3.7,9.26,0,3.7,0,1.85,0,1.85,0,0,11.11,3.7
331857,72197,"2006-10-07","23:19",175,68.6,67.61,3,35.77,8,1.71,0,0.57,4,1.71,1.71,1.14,0.57,0,0,4,6.29,0.57
466035,139247,"2009-12-09","08:38",26,73.9,35.01,94.81,89.84,7.69,3.85,0,3.85,0,0,3.85,0,0,0,0,11.54,0,0
45523,11696,"2002-11-29","05:53",28,67.14,14.19,89.63,99,3.57,3.57,0,0,0,0,7.14,0,0,0,0,3.57,14.29,3.57
530371,98061,"2008-10-12","17:11",55,56.58,99,14.1,25.77,16.36,1.82,12.73,1.82,0,0,0,0,0,0,0,1.82,14.55,0
339690,79334,"2006-11-07","04:02",26,64.27,1.07,99,25.77,15.38,15.38,0,0,0,0,0,0,0,0,0,11.54,11.54,0
336688,53655,"2006-11-05","21:17",2,92.84,50,1,25.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0
717983,217096,"2010-06-24","07:25",93,67.92,37.35,73.3,1,4.3,2.15,1.08,0,1.08,0,0,4.3,1.08,2.15,0,2.15,11.83,0
472752,110767,"2009-08-19","21:11",9,74.89,50,98.01,99,11.11,11.11,0,0,0,0,11.11,0,0,0,0,0,11.11,0
383763,105011,"2007-04-26","09:58",171,69.27,61.52,61.85,6.35,8.19,5.26,0,0.58,2.34,0,1.75,3.51,0.58,0,0,2.92,14.04,1.17
770127,226062,"2011-01-08","21:18",109,72.98,64.33,8.71,13.38,11.01,2.75,0,0.92,0,7.34,4.59,5.5,0,1.83,0.92,0,12.84,0.92
681722,151286,"2010-02-23","06:26",169,97.52,82.81,26.1,17.21,3.55,0.59,0,0.59,0.59,1.78,1.18,1.78,0,0,0.59,5.33,5.92,1.18
229152,38794,"2005-10-29","02:38",277,41.62,54.32,56.77,4.17,8.3,2.53,1.08,1.44,0.72,2.53,1.44,3.61,0.72,1.44,0.72,3.25,14.44,1.08
647371,166362,"2009-10-30","08:37",211,42.29,46.21,30.91,43,11.85,5.69,0.47,0.47,4.74,0.47,2.37,1.42,0,0.47,0,9.48,7.58,0.95
329096,54960,"2006-09-26","07:02",26,5.97,12.43,1.4,1,11.54,7.69,0,0,3.85,0,0,7.69,0,3.85,0,0,19.23,3.85
564612,138112,"2009-02-02","08:30",20,51.43,99,1,99,20,0,0,20,0,0,20,0,0,0,0,10,15,0
347098,32485,"2006-12-20","00:11",58,39.74,43.14,91.69,25.77,12.07,5.17,0,5.17,0,1.72,1.72,1.72,0,0,1.72,5.17,15.52,0
361738,41084,"2007-02-05","06:09",214,56.46,74.36,50.19,18.85,9.81,0.93,0,0.47,0,8.41,1.87,2.34,0.47,1.4,0,4.21,8.88,0.93
20506,5720,"2002-04-30","00:10",61,89.06,87.44,1,25.77,6.56,0,0,0,3.28,3.28,4.92,4.92,0,1.64,3.28,3.28,8.2,0
749818,149762,"2010-10-18","10:31",49,72.22,11.05,98.84,25.77,12.24,10.2,0,2.04,0,0,2.04,2.04,0,0,0,10.2,4.08,2.04
58264,10199,"2003-03-02","19:24",142,84.42,55.59,46.15,65.79,9.15,3.52,2.82,0,0.7,2.11,4.23,2.11,0,1.41,0,2.82,9.86,2.82
588564,144230,"2009-05-07","22:52",310,65.72,58.92,25.76,7.28,7.42,2.26,0,0.65,0.65,3.87,1.61,3.23,0.65,2.26,0.32,2.26,8.06,1.29
312558,83344,"2006-07-28","04:49",26,92.84,50,98.79,99,0,0,0,0,0,0,7.69,0,0,0,0,3.85,3.85,0
767865,219757,"2011-01-08","20:04",150,57.1,85.7,23.51,95.36,11.33,3.33,4.67,1.33,0,2,5.33,0.67,0,0,0,1.33,11.33,0
563904,158591,"2009-01-28","06:32",157,52.16,47.45,66.56,73.36,12.1,7.01,0,3.82,0.64,0.64,2.55,0,0,0,0,8.28,10.19,0.64
129373,7587,"2004-04-27","08:06",57,86.18,29.92,99,86.53,8.77,5.26,0,0,0,3.51,3.51,0,0,0,0,5.26,10.53,1.75
812061,7500,"2011-07-25","15:05",162,84.7,52.47,6.12,81.41,1.85,0.62,1.23,0,0,0,3.09,0,0,0,0,3.7,6.79,0
145223,34292,"2006-04-05","00:57",151,89.87,70.2,22.95,75.02,5.3,0.66,0,0,3.31,1.32,3.31,0.66,0.66,0,0,6.62,4.64,1.99
307527,90720,"2006-07-09","22:42",13,9.98,77.92,1.4,25.77,7.69,0,7.69,0,0,0,7.69,7.69,0,7.69,0,0,15.38,7.69
303058,91033,"2006-06-21","00:50",33,31.44,18.16,16.48,25.77,12.12,3.03,0,0,0,9.09,9.09,9.09,0,6.06,0,3.03,6.06,0
472752,210727,"2010-03-31","22:03",156,69.24,30.4,98.01,37.09,7.69,5.77,0,0,0,1.92,3.21,2.56,0,1.28,0,3.21,14.1,1.92
539505,166362,"2009-07-13","04:06",69,91.31,44.24,9.25,1.83,1.45,0,0,0,0,1.45,1.45,4.35,0,2.9,0,4.35,5.8,1.45
273525,84389,"2006-02-28","10:37",18,30.15,95.2,58.07,25.77,11.11,0,0,11.11,0,0,0,0,0,0,0,5.56,11.11,0
487126,143126,"2008-05-05","03:20",6,1,50,23.51,25.77,16.67,16.67,0,0,0,0,0,0,0,0,0,0,33.33,0
203935,62910,"2005-05-14","11:04",123,28.49,31.29,14.43,3.09,7.32,2.44,0,1.63,3.25,0,2.44,4.88,0.81,1.63,0.81,4.07,16.26,0.81
454987,124594,"2008-02-17","12:43",325,63.44,83,8.12,5.8,7.08,1.54,0.31,2.15,1.23,1.85,2.15,4,0.62,2.46,0,1.23,12,0.92
212767,139247,"2008-09-07","04:27",172,55.38,90.94,5.92,10.92,11.05,0,5.23,1.16,0,4.65,0,1.16,0.58,0,0,1.16,11.05,2.91
454676,5123,"2008-01-31","06:49",83,66.7,19.96,24.54,48.1,10.84,6.02,1.2,1.2,0,2.41,1.2,0,0,0,0,2.41,13.25,0
517685,31387,"2004-06-26","22:59",12,1.8,79.76,1.79,25.77,33.33,16.67,0,0,16.67,0,0,0,0,0,0,0,0,0
645234,148128,"2009-10-03","04:36",5,99,50,1,25.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385430,47875,"2007-05-04","07:42",17,1.03,50,6.2,1,11.76,0,0,0,11.76,0,0,5.88,0,0,0,0,17.65,0
655543,201606,"2010-10-11","01:48",35,92.84,87.34,13.15,1.91,2.86,0,0,2.86,0,0,5.71,8.57,0,2.86,5.71,11.43,0,0
298564,-1,"2006-06-02","19:42",8,99,50,7.84,99,0,0,0,0,0,0,25,0,0,0,0,0,12.5,0
118756,31008,"2004-03-06","22:06",583,48.29,74.84,24.24,44.62,9.78,3.95,0.34,0.51,3.26,1.72,4.12,3.09,0.17,1.54,0.17,8.92,8.58,0.69
531799,159952,"2008-11-28","14:46",124,57.81,85.28,13.99,40.25,12.1,4.84,0,0.81,4.03,2.42,3.23,2.42,0,0.81,0.81,12.1,4.84,0
838674,162018,"2011-10-15","05:09",14,28.22,99,1,25.77,21.43,7.14,0,0,14.29,0,0,0,0,0,0,7.14,7.14,7.14
248834,32249,"2005-11-22","07:31",27,17.96,64.46,15.12,88.52,0,0,0,0,0,0,3.7,0,0,0,0,7.41,7.41,0
528871,22087,"2008-10-10","18:34",8,71.61,99,7.84,25.77,12.5,0,0,12.5,0,0,0,0,0,0,0,0,25,0
283958,79334,"2006-05-09","01:21",38,48.42,9.43,50.35,74.74,7.89,2.63,0,0,5.26,0,2.63,0,0,0,0,5.26,13.16,0
347364,108729,"2006-12-28","06:16",53,69.89,93.42,16.24,98.46,11.32,3.77,0,7.55,0,0,7.55,1.89,0,1.89,0,0,15.09,1.89
84483,31718,"2003-08-27","10:28",52,48.13,28.2,90.44,89.84,13.46,9.62,0,1.92,0,1.92,5.77,1.92,0,0,0,9.62,7.69,0
541091,153047,"2008-11-15","04:24",127,71.38,62.37,56.94,70.24,4.72,2.36,0,0.79,0,1.57,3.15,0.79,0,0,0,0,12.6,0.79
409391,83488,"2007-08-07","04:21",122,72.1,46.72,67.78,7.09,8.2,1.64,0.82,2.46,2.46,0.82,0.82,2.46,0.82,0,0.82,2.46,13.93,4.92
92985,118,"2007-01-12","06:27",46,58.77,13.85,68.63,25.77,13.04,8.7,2.17,0,0,2.17,4.35,4.35,0,2.17,0,2.17,6.52,0
280132,40817,"2006-03-22","17:34",49,50.26,41.92,59.54,25.77,14.29,8.16,0,2.04,4.08,0,2.04,2.04,0,0,0,0,12.24,2.04
132550,20448,"2004-05-15","01:50",46,46.46,93.58,98.89,4.13,17.39,4.35,2.17,8.7,0,2.17,2.17,4.35,2.17,0,0,8.7,10.87,0
373611,109013,"2007-03-21","15:34",86,35.82,32.1,27.67,10.92,6.98,2.33,2.33,0,0,2.33,1.16,2.33,0,1.16,0,2.33,15.12,0
313466,82978,"2006-07-28","03:21",48,22.13,26.6,62.53,25.77,4.17,2.08,2.08,0,0,0,0,0,0,0,0,8.33,10.42,2.08
295652,97002,"2006-07-07","04:59",294,94.88,65.86,68.01,9.18,8.84,3.74,2.38,0.34,2.38,0,1.36,2.72,0,1.7,0,7.82,3.74,0.34
117828,-1,"2004-02-23","04:59",31,35.22,16.66,20.84,1.23,6.45,6.45,0,0,0,0,0,3.23,0,3.23,0,0,16.13,3.23
283492,81054,"2006-04-05","06:49",58,44.57,63.49,11.5,58.39,17.24,6.9,0,1.72,8.62,0,5.17,3.45,1.72,0,0,8.62,3.45,0
430910,92235,"2007-10-22","04:23",10,8.19,50,99,25.77,10,10,0,0,0,0,0,0,0,0,0,20,20,0
286888,80178,"2006-04-23","23:45",166,56.9,29.37,76.33,25.77,8.43,7.83,0.6,0,0,0,2.41,2.41,0.6,0.6,0.6,5.42,7.83,0.6
86647,-1,"2003-09-07","09:29",87,74.01,50,55.55,95.04,6.9,2.3,3.45,1.15,0,0,5.75,1.15,0,0,1.15,0,10.34,1.15
733249,216287,"2010-08-11","09:03",5,1,97.69,1,25.77,0,0,0,0,0,0,0,0,0,0,0,0,20,0
254359,81525,"2005-12-18","00:35",133,44.16,88.54,22.88,39.19,11.28,3.01,1.5,4.51,0,2.26,2.26,1.5,0,0,0,3.76,15.79,3.01
275515,3872,"2006-03-06","21:22",42,40.66,50,52.86,25.77,2.38,2.38,0,0,0,0,0,0,0,0,0,11.9,2.38,4.76
312558,34292,"2006-07-24","13:26",16,99,50,7.84,25.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258801,84039,"2005-12-31","19:46",571,97.34,70.65,19.14,1,1.75,0.35,0,0,0.35,1.05,0.53,4.55,0,1.75,1.4,8.93,2.98,0
812061,236760,"2011-08-02","07:28",133,65.19,29.92,93.46,1.63,2.26,2.26,0,0,0,0,0,3.01,0.75,0,1.5,7.52,12.78,0
188530,9183,"2005-03-02","16:34",171,89.52,61.52,12.29,36.02,1.17,0,0.58,0,0,0.58,1.75,1.17,0,0.58,0,3.51,8.19,0.58
330415,106123,"2006-10-03","05:22",51,52.55,72.17,11.28,1,13.73,0,0,3.92,0,9.8,0,5.88,0,1.96,1.96,1.96,17.65,0
849522,143126,"2011-12-02","06:13",15,99,50,10.08,99,0,0,0,0,0,0,6.67,0,0,0,0,6.67,0,0
234606,71908,"2005-09-27","09:32",100,59.88,57.92,50,1,8,5,1,2,0,0,0,5,1,1,0,2,17,0
114552,30025,"2004-02-05","02:15",71,94.11,44.41,32.7,52.17,4.23,1.41,0,0,0,2.82,1.41,0,0,0,0,0,8.45,1.41
445153,54960,"2007-12-16","02:00",371,87.22,68.61,16.24,35.17,6.2,1.35,0.27,0.27,1.08,3.23,2.7,2.16,0.27,0.81,0.27,5.12,5.93,2.16
263890,59337,"2006-01-20","10:57",1,92.84,50,1,99,0,0,0,0,0,0,100,0,0,0,0,0,0,0
11331,4876,"2002-01-30","05:13",249,94.59,65.62,46.55,83.06,4.42,0.8,0.8,2.81,0,0,4.42,1.2,0.4,0,0,1.61,8.84,1.2
145223,45823,"2004-09-06","23:36",96,66.38,50,68.89,44.87,5.21,2.08,3.12,0,0,0,4.17,3.12,0,1.04,0,4.17,14.58,1.04
18288,4291,"2002-04-09","11:32",34,4.6,3.89,91.95,79.41,20.59,17.65,0,0,0,2.94,2.94,0,0,0,0,8.82,14.71,2.94
429702,79334,"2007-10-17","17:45",2,92.84,50,1,25.77,0,0,0,0,0,0,0,0,0,0,0,50,0,0
117828,31525,"2004-02-22","03:57",26,32.33,64.99,63.54,99,11.54,7.69,0,0,3.85,0,7.69,0,0,0,0,11.54,15.38,3.85
252620,55997,"2005-12-08","06:19",209,66.96,79.21,1.08,5.42,6.22,0.48,0.48,0,0,5.26,1.91,3.83,0,0.96,0,1.91,12.92,0.48
417769,121769,"2007-09-13","17:44",41,52.82,76.78,7.12,99,2.44,0,0,2.44,0,0,9.76,2.44,0,2.44,0,7.32,7.32,0
10504,194,"2002-01-19","23:38",238,99,81.12,28.81,1,2.52,0,0,0,0,2.52,0.42,4.62,1.68,1.26,0.84,4.62,2.1,0.42
625198,54960,"2009-07-31","22:40",204,17.96,51.96,47.25,3.04,14.22,4.41,0,3.92,0.49,5.39,0.49,2.94,0,2.45,0.49,3.43,11.76,2.94
340211,118,"2006-11-15","04:18",60,73.6,84.14,96.21,1.03,10,1.67,1.67,6.67,0,0,5,8.33,0,1.67,0,0,8.33,3.33
252620,47350,"2005-12-11","05:50",218,83.47,66.03,16.42,42.41,6.42,1.38,3.21,0.46,0.92,0.46,2.75,1.83,0,0.92,0.92,3.21,7.34,1.38
49983,19914,"2002-12-31","16:36",21,2.68,97.14,13.15,99,23.81,9.52,0,14.29,0,0,9.52,0,0,0,0,0,23.81,0
317394,-1,"2006-08-11","20:02",104,25.3,57.63,79.58,96.02,13.46,5.77,1.92,3.85,0,1.92,5.77,0.96,0,0.96,0,3.85,11.54,2.88
254747,59603,"2005-12-29","02:15",17,85.18,50,28.81,25.77,5.88,5.88,0,0,0,0,0,0,0,0,0,0,11.76,0
357732,118,"2007-01-24","15:47",43,61.87,91.85,1,25.77,6.98,0,0,0,6.98,0,6.98,6.98,0,6.98,0,4.65,13.95,0
297041,42408,"2006-11-12","20:25",15,92.84,25.24,82.75,25.77,6.67,6.67,0,0,0,0,6.67,6.67,0,0,6.67,6.67,6.67,0
644408,166362,"2009-10-05","23:57",126,34.21,89.78,8.33,98.27,9.52,3.17,0.79,1.59,0,3.97,5.56,0,0,0,0,3.97,10.32,0
191868,9183,"2005-03-17","18:35",111,90.91,76.45,10.62,87.53,9.01,1.8,3.6,0,0.9,2.7,3.6,0,0,0,0,3.6,8.11,0
379816,54960,"2007-04-12","08:03",89,63.33,78.43,14.33,46.47,8.99,1.12,0,5.62,1.12,1.12,2.25,1.12,0,0,1.12,0,15.73,0
122029,-1,"2004-03-22","05:59",199,72.66,72.67,31.4,4.91,9.05,0.5,3.02,0.5,0,5.03,1.51,3.52,2.01,0,0.5,0.5,16.08,1.01
803247,83488,"2011-05-22","04:37",11,56.58,50,1,1,0,0,0,0,0,0,0,18.18,0,0,0,0,9.09,0
800540,235261,"2011-05-12","06:42",47,84.34,41.59,1.9,4.35,2.13,0,0,0,0,2.13,2.13,4.26,0,4.26,0,2.13,12.77,0
59178,-1,"2003-03-05","06:53",157,96.59,44.94,66.56,2.75,1.91,0.64,0.64,0,0,0.64,0.64,3.18,0,0,0.64,0.64,5.1,0
807882,43573,"2011-06-10","07:41",27,11.88,86.68,15.12,88.52,3.7,0,3.7,0,0,0,3.7,0,0,0,0,0,14.81,3.7
271742,81054,"2006-02-19","06:37",126,76.65,80.86,37.24,25.77,8.73,2.38,1.59,1.59,0.79,2.38,3.97,3.97,0.79,3.17,0,3.97,11.9,1.59
284538,92245,"2006-04-10","23:15",38,63.17,70.08,81.22,1,10.53,5.26,0,0,0,5.26,0,5.26,0,0,2.63,15.79,13.16,0
253717,11696,"2005-12-12","20:15",43,90.27,99,64.67,95.29,13.95,2.33,2.33,9.3,0,0,4.65,0,0,0,0,0,9.3,0
397496,120287,"2007-06-20","21:17",6,1.8,50,23.51,25.77,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0
54477,11300,"2003-02-01","19:15",59,73.13,75.12,6.41,1,5.08,1.69,0,0,1.69,1.69,1.69,5.08,1.69,3.39,0,3.39,11.86,1.69
228391,110,"2005-09-01","05:51",153,48.81,30.04,97.38,83.75,9.8,4.58,1.31,0,3.92,0,3.27,0,0,0,0,13.07,3.27,1.96
740934,217278,"2010-09-14","08:39",128,87.07,86.3,9.92,25.77,7.03,0.78,4.69,0,0,1.56,3.91,3.91,0,1.56,1.56,1.56,12.5,0.78
145223,47875,"2006-03-11","14:16",41,52.82,59.64,7.12,25.77,9.76,2.44,0,0,2.44,4.88,2.44,2.44,2.44,0,0,0,9.76,2.44
447378,98061,"2007-12-28","18:11",13,92.84,50,63.54,99,0,0,0,0,0,0,7.69,0,0,0,0,7.69,0,7.69
769600,159386,"2011-01-08","00:31",81,65.78,68.92,3.21,48.69,4.94,1.23,0,2.47,0,1.23,1.23,0,0,0,0,6.17,12.35,0
128215,38686,"2004-05-02","19:52",53,92.84,35.28,60.79,61.55,9.43,5.66,0,1.89,0,1.89,1.89,0,0,0,0,1.89,15.09,0
539505,186506,"2009-06-23","07:23",226,46.62,44.73,80.25,96.25,9.29,5.31,0,3.98,0,0,4.87,0,0,0,0,4.87,9.73,0.88
145982,33563,"2004-08-03","06:01",102,79.78,65.27,81.91,62.94,10.78,4.9,3.92,1.96,0,0,2.94,0.98,0,0,0,3.92,8.82,0
321213,-1,"2006-08-28","19:37",31,20.06,62.65,8.87,99,9.68,0,9.68,0,0,0,6.45,0,0,0,0,3.23,9.68,0
13933,4298,"2002-03-19","04:18",58,86.32,75.49,36.73,97.32,5.17,1.72,0,3.45,0,0,5.17,0,0,0,0,1.72,10.34,0
258464,77054,"2006-01-01","20:42",147,95.59,86.18,13.15,51.21,6.8,0,4.76,0,0,2.04,2.72,1.36,0,0.68,0,2.04,10.2,0.68
427130,79334,"2007-10-12","05:53",8,99,50,1,1,0,0,0,0,0,0,0,12.5,0,12.5,0,0,0,0
384307,108951,"2007-05-15","08:16",23,70.3,4.11,80.16,93.61,0,0,0,0,0,0,8.7,4.35,0,0,0,0,8.7,0
231935,77054,"2006-05-17","09:34",3,92.84,50,1,99,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0
83144,-1,"2003-08-18","01:38",47,59.82,58.41,65.58,99,6.38,4.26,2.13,0,0,0,8.51,2.13,0,2.13,0,2.13,8.51,4.26
